Abyss_06_Core/_Enemies/Abyss Crawler (14),Shadow Creeper,2,0,0,2,3
Abyss_06_Core/_Enemies/Abyss Crawler (16),Shadow Creeper,2,0,0,2,3
Abyss_06_Core/_Enemies/Abyss Crawler (17),Shadow Creeper,2,0,0,2,3
Abyss_06_Core/_Enemies/Abyss Crawler (18),Shadow Creeper,2,0,0,2,3
Abyss_06_Core/_Enemies/Abyss Crawler (19),Shadow Creeper,2,0,0,2,3
Abyss_06_Core/_Enemies/Abyss Crawler (2),Shadow Creeper,2,0,0,2,3
Abyss_06_Core/_Enemies/Abyss Crawler (20),Shadow Creeper,2,0,0,2,3
Abyss_06_Core/_Enemies/Abyss Crawler (22),Shadow Creeper,2,0,0,2,3
Abyss_06_Core/_Enemies/Abyss Crawler (3),Shadow Creeper,2,0,0,2,3
Abyss_06_Core/_Enemies/Abyss Crawler (4),Shadow Creeper,2,0,0,2,3
Abyss_06_Core/_Enemies/Abyss Crawler (5),Shadow Creeper,2,0,0,2,3
Abyss_06_Core/_Enemies/Abyss Crawler (6),Shadow Creeper,2,0,0,2,3
Abyss_06_Core/_Enemies/Abyss Crawler (7),Shadow Creeper,2,0,0,2,3
Abyss_06_Core/_Enemies/Abyss Crawler (8),Shadow Creeper,2,0,0,2,3
Abyss_06_Core/_Enemies/Abyss Crawler (9),Shadow Creeper,2,0,0,2,3
Abyss_06_Core/_Props/Geo Rock Abyss,Geo Rock,4,5,15,35,35
Abyss_06_Core/_Props/Geo Rock Abyss (1),Geo Rock,4,5,15,35,35
Abyss_06_Core/Geo Rock Abyss,Geo Rock,4,5,15,35,35
Abyss_08/Shiny Item (1),Arcane Egg,,,,"1,200","1,200"
Abyss_10/Shiny Item,Arcane Egg,,,,"1,200","1,200"
Abyss_12/Abyss Crawler,Shadow Creeper,2,0,0,2,3
Abyss_12/Abyss Crawler (1),Shadow Creeper,2,0,0,2,3
Abyss_12/Abyss Crawler (2),Shadow Creeper,2,0,0,2,3
Abyss_12/Abyss Crawler (3),Shadow Creeper,2,0,0,2,3
Abyss_12/Abyss Crawler (4),Shadow Creeper,2,0,0,2,3
Abyss_15/Shiny Item,Arcane Egg,,,,"1,200","1,200"
Abyss_17/Battle Scene Ore/Lesser Mawlek 1,Lesser Mawlek,8,2,0,18,25
Abyss_17/Battle Scene Ore/Lesser Mawlek 2,Lesser Mawlek,8,2,0,18,25
Abyss_17/Ceiling Dropper,Belfly,0,0,0,0,0
Abyss_17/Ceiling Dropper (1),Belfly,0,0,0,0,0
Abyss_17/Ceiling Dropper (2),Belfly,0,0,0,0,0
Abyss_17/Ceiling Dropper (3),Belfly,0,0,0,0,0
Abyss_17/Cloth Enemies/Lesser Mawlek (3),Lesser Mawlek,8,2,0,18,25
Abyss_17/Cloth Enemies/Lesser Mawlek (4),Lesser Mawlek,8,2,0,18,25
Abyss_17/Cloth Enemies/Spitter (3),Aspid Hunter,6,0,0,6,8
Abyss_17/Cloth Enemies/Spitter (4),Aspid Hunter,6,0,0,6,8
Abyss_17/Cloth Enemies/Spitter (5),Aspid Hunter,6,0,0,6,8
Abyss_17/Lesser Mawlek,Lesser Mawlek,8,2,0,18,25
Abyss_17/Lesser Mawlek (1),Lesser Mawlek,8,2,0,18,25
Abyss_17/Lesser Mawlek (2),Lesser Mawlek,8,2,0,18,25
Abyss_17/Lesser Mawlek (8),Lesser Mawlek,8,2,0,18,25
Abyss_18/Geo Rock Abyss,Geo Rock,4,5,15,35,35
Abyss_19/Abyss Crawler,Shadow Creeper,2,0,0,2,3
Abyss_19/Abyss Crawler (1),Shadow Creeper,2,0,0,2,3
Abyss_19/Abyss Crawler (2),Shadow Creeper,2,0,0,2,3
Abyss_19/Geo Rock Abyss,Geo Rock,4,5,15,35,35
Abyss_19/Geo Rock Abyss (1),Geo Rock,4,5,15,35,35
Abyss_19/Infected Knight,Broken Vessel,0,0,0,0,0
Abyss_19/Parasite Balloon (1),Infected Balloon,5,0,0,5,6
Abyss_19/Parasite Balloon (2),Infected Balloon,5,0,0,5,6
Abyss_19/Parasite Balloon (3),Infected Balloon,5,0,0,5,6
Abyss_19/Parasite Balloon (4),Infected Balloon,5,0,0,5,6
Abyss_20/Abyss Crawler,Shadow Creeper,2,0,0,2,3
Abyss_20/Abyss Crawler (1),Shadow Creeper,2,0,0,2,3
Abyss_20/Abyss Crawler (3),Shadow Creeper,2,0,0,2,3
Abyss_20/Abyss Crawler (4),Shadow Creeper,2,0,0,2,3
Abyss_20/Mawlek Turret,Mawlurk,10,3,0,25,32
Abyss_20/Mawlek Turret (1),Mawlurk,10,3,0,25,32
Abyss_20/Mawlek Turret (2),Mawlurk,10,3,0,25,32
Abyss_20/Mawlek Turret (3),Mawlurk,10,3,0,25,32
Abyss_20/Mawlek Turret Ceiling,Mawlurk,10,3,0,25,32
Abyss_20/Mawlek Turret Ceiling (1),Mawlurk,10,3,0,25,32
Abyss_20/Parasite Balloon (6),Infected Balloon,5,0,0,5,6
Abyss_20/Parasite Balloon (7),Infected Balloon,5,0,0,5,6
Cliffs_01/Buzzer,Vengefly,3,0,0,3,4
Cliffs_01/Buzzer (1),Vengefly,3,0,0,3,4
Cliffs_01/Buzzer (2),Vengefly,3,0,0,3,4
Cliffs_01/Buzzer (3),Vengefly,3,0,0,3,4
Cliffs_01/Buzzer (5),Vengefly,3,0,0,3,4
Cliffs_01/Buzzer (6),Vengefly,3,0,0,3,4
Cliffs_01/Climber,Tiktik,2,0,0,2,3
Cliffs_01/Climber (1),Tiktik,2,0,0,2,3
Cliffs_01/Climber (4),Tiktik,2,0,0,2,3
Cliffs_01/Climber (5),Tiktik,2,0,0,2,3
Cliffs_01/Climber (6),Tiktik,2,0,0,2,3
Cliffs_01/Climber (7),Tiktik,2,0,0,2,3
Cliffs_01/Climber (8),Tiktik,2,0,0,2,3
Cliffs_01/Crawler,Crawlid,2,0,0,2,3
Cliffs_01/Crawler (1),Crawlid,2,0,0,2,3
Cliffs_01/Crawler (2),Crawlid,2,0,0,2,3
Cliffs_01/Crawler (3),Crawlid,2,0,0,2,3
Cliffs_01/Crawler (4),Crawlid,2,0,0,2,3
Cliffs_01/Crawler (5),Crawlid,2,0,0,2,3
Cliffs_01/Crawler (6),Crawlid,2,0,0,2,3
Cliffs_01/Crawler (7),Crawlid,2,0,0,2,3
Cliffs_01/Geo Rock 2 (1),Geo Rock,2,5,5,15,15
Cliffs_01/Geo Rock 2 (2),Geo Rock,2,5,5,15,15
Cliffs_01/Geo Rock 2 (3),Geo Rock,2,5,5,15,15
Cliffs_01/Geo Rock 2 (4),Geo Rock,2,5,5,15,15
Cliffs_01/Shiny Item,King's Idol,,,,800,800
Cliffs_01/Shiny Item (1),Wanderer's Journal,,,,200,200
Cliffs_02/Buzzer,Vengefly,3,0,0,3,4
Cliffs_02/Buzzer (1),Vengefly,3,0,0,3,4
Cliffs_02/Buzzer (2),Vengefly,3,0,0,3,4
Cliffs_02/Climber,Tiktik,2,0,0,2,3
Cliffs_02/Climber (1),Tiktik,2,0,0,2,3
Cliffs_02/Crawler,Crawlid,2,0,0,2,3
Cliffs_02/Crawler (1),Crawlid,2,0,0,2,3
Cliffs_02/Crawler (2),Crawlid,2,0,0,2,3
Cliffs_02/Geo Rock 1,Geo Rock,2,5,5,15,15
Cliffs_02/Geo Rock 1 (1),Geo Rock,2,5,5,15,15
Cliffs_02/Zombie Barger,Husk Bully,3,0,0,3,4
Cliffs_02/Zombie Hornhead,Husk Hornhead,4,0,0,4,5
Cliffs_04/Buzzer,Vengefly,3,0,0,3,4
Cliffs_04/Buzzer (1),Vengefly,3,0,0,3,4
Cliffs_04/Buzzer (2),Vengefly,3,0,0,3,4
Cliffs_04/Buzzer (3),Vengefly,3,0,0,3,4
Cliffs_04/Buzzer (4),Vengefly,3,0,0,3,4
Cliffs_04/Buzzer (5),Vengefly,3,0,0,3,4
Cliffs_04/Buzzer (6),Vengefly,3,0,0,3,4
Cliffs_04/Buzzer (7),Vengefly,3,0,0,3,4
Cliffs_04/Zombie Barger,Husk Bully,3,0,0,3,4
Cliffs_04/Zombie Hornhead,Husk Hornhead,4,0,0,4,5
Cliffs_04/Zombie Leaper,Leaping Husk,3,0,0,3,4
Cliffs_04/Zombie Leaper (1),Leaping Husk,3,0,0,3,4
Cliffs_04/Zombie Leaper (2),Leaping Husk,3,0,0,3,4
Crossroads_01/_Enemies/Climber,Tiktik,2,0,0,2,3
Crossroads_01/_Enemies/Climber 1,Tiktik,2,0,0,2,3
Crossroads_01/_Enemies/Crawler 1,Crawlid,2,0,0,2,3
Crossroads_01/_Enemies/Zombie Runner,Wandering Husk,3,0,0,3,4
Crossroads_01/_Props/Geo Rock 2,Geo Rock,5,3,4,19,19
Crossroads_01/_Scenery/Mender Bug,Menderbug,0,0,0,0,0
Crossroads_01/Shiny Item,Hallownest Seal,,,,450,450
Crossroads_01/Uninfected Parent/Zombie Runner 1,Wandering Husk,3,0,0,3,4
Crossroads_03/_Enemies/Climber 1,Tiktik,2,0,0,2,3
Crossroads_03/_Enemies/Climber 2,Tiktik,2,0,0,2,3
Crossroads_03/_Enemies/Crawler,Crawlid,2,0,0,2,3
Crossroads_03/_Enemies/Spitter (1),Aspid Hunter,6,0,0,6,8
Crossroads_03/Spitter,Aspid Hunter,6,0,0,6,8
Crossroads_03/Uninfected Parent/Buzzer,Vengefly,3,0,0,3,4
Crossroads_04/_Enemies/Fly Spawn/Fly,Gruzzer,0,0,0,0,0
Crossroads_04/_Enemies/Fly Spawn/Fly 1,Gruzzer,0,0,0,0,0
Crossroads_04/_Enemies/Fly Spawn/Fly 2,Gruzzer,0,0,0,0,0
Crossroads_04/_Enemies/Fly Spawn/Fly 3,Gruzzer,0,0,0,0,0
Crossroads_04/_Enemies/Fly Spawn/Fly 4,Gruzzer,0,0,0,0,0
Crossroads_04/_Enemies/Fly Spawn/Fly 5,Gruzzer,0,0,0,0,0
Crossroads_04/_Enemies/Fly Spawn/Fly 6,Gruzzer,0,0,0,0,0
Crossroads_04/_Enemies/Giant Fly,Gruz Mother,0,0,0,0,0
Crossroads_04/_Enemies/Zombie Hornhead,Husk Hornhead,4,0,0,4,5
Crossroads_04/UnInfected Parent/Zombie Barger,Husk Bully,3,0,0,3,4
Crossroads_04/UnInfected Parent/Zombie Runner,Wandering Husk,3,0,0,3,4
Crossroads_05/_Enemies/Climber 1,Tiktik,2,0,0,2,3
Crossroads_05/_Enemies/Climber 2,Tiktik,2,0,0,2,3
Crossroads_05/_Props/Geo Rock 1,Geo Rock,2,5,5,15,15
Crossroads_05/Crawler (1),Crawlid,2,0,0,2,3
Crossroads_05/Crawler (2),Crawlid,2,0,0,2,3
Crossroads_05/Uninfected Parent/Buzzer,Vengefly,3,0,0,3,4
Crossroads_05/Uninfected Parent/Crawler,Crawlid,2,0,0,2,3
Crossroads_05/Uninfected Parent/Zombie Runner,Wandering Husk,3,0,0,3,4
Crossroads_07/_Enemies/Climber 3,Tiktik,2,0,0,2,3
Crossroads_07/_Enemies/Climber 4,Tiktik,2,0,0,2,3
Crossroads_07/_Enemies/Climber 5,Tiktik,2,0,0,2,3
Crossroads_07/_Enemies/Climber 6,Tiktik,2,0,0,2,3
Crossroads_07/_Enemies/Climber 7,Tiktik,2,0,0,2,3
Crossroads_07/_Enemies/Climber 8,Tiktik,2,0,0,2,3
Crossroads_07/_Enemies/Climber 9,Tiktik,2,0,0,2,3
Crossroads_07/_Enemies/Crawler,Crawlid,2,0,0,2,3
Crossroads_07/Geo Rock 1,Geo Rock,2,5,5,15,15
Crossroads_07/Geo Rock 1 (1),Geo Rock,2,5,5,15,15
Crossroads_07/Geo Rock 1 (2),Geo Rock,2,5,5,15,15
Crossroads_07/Uninfected Parent/Fly,Gruzzer,2,0,0,2,3
Crossroads_07/Uninfected Parent/Fly 1,Gruzzer,2,0,0,2,3
Crossroads_07/Uninfected Parent/Fly 10,Gruzzer,2,0,0,2,3
Crossroads_07/Uninfected Parent/Fly 2,Gruzzer,2,0,0,2,3
Crossroads_07/Uninfected Parent/Fly 3,Gruzzer,2,0,0,2,3
Crossroads_07/Uninfected Parent/Fly 4,Gruzzer,2,0,0,2,3
Crossroads_07/Uninfected Parent/Fly 5,Gruzzer,2,0,0,2,3
Crossroads_07/Uninfected Parent/Fly 6,Gruzzer,2,0,0,2,3
Crossroads_07/Uninfected Parent/Fly 7,Gruzzer,2,0,0,2,3
Crossroads_08/_Props/Geo Rock 1,Geo Rock,2,5,5,15,15
Crossroads_08/_Props/Geo Rock 1 (1),Geo Rock,1,6,4,10,10
Crossroads_08/_Props/Geo Rock 1 (2),Geo Rock,1,6,4,10,10
Crossroads_08/_Props/Geo Rock 1 (3),Geo Rock,1,6,4,10,10
Crossroads_08/Battle Scene/Wave 1/Spitter,Aspid Hunter,6,0,0,6,8
Crossroads_08/Battle Scene/Wave 2/Spitter Summon v2 (1)/Spitter,Aspid Hunter,6,0,0,6,8
Crossroads_08/Battle Scene/Wave 2/Spitter Summon v2/Spitter,Aspid Hunter,6,0,0,6,8
Crossroads_09/_Enemies/Mawlek Body,Brooding Mawlek,0,0,0,0,0
Crossroads_10/_Props/Geo Rock 1,Geo Rock,2,5,5,15,15
Crossroads_10_boss/Battle Scene/False Knight New,False Knight,0,0,0,0,0
Crossroads_10_boss/Battle Scene/Pre Battle Enemies/Zombie Barger,Husk Bully,3,0,0,3,4
Crossroads_10_boss/Battle Scene/Pre Battle Enemies/Zombie Hornhead,Husk Hornhead,4,0,0,4,5
Crossroads_10_boss/Battle Scene/Pre Battle Enemies/Zombie Runner,Wandering Husk,3,0,0,3,4
Crossroads_10_boss_defeated/Prayer Room/Prayer Slug,Maggot,2,0,0,2,3
Crossroads_10_boss_defeated/Prayer Room/Prayer Slug (1),Maggot,2,0,0,2,3
Crossroads_11_alt/_Enemies/Battle Scene/Blocker,Elder Baldur,25,5,0,50,61
Crossroads_12/_Props/Geo Rock 2,Geo Rock,2,5,5,15,15
Crossroads_13/_Props/Geo Rock 1,Geo Rock,2,5,5,15,15
Crossroads_13/_Props/Geo Rock 2,Geo Rock,2,5,5,15,15
Crossroads_13/UnInfected Parent/Buzzer,Vengefly,3,0,0,3,4
Crossroads_13/UnInfected Parent/Zombie Barger,Husk Bully,3,0,0,3,4
Crossroads_15/_Enemies/Zombie Shield,Husk Warrior,6,0,0,6,8
Crossroads_15/_Enemies/Zombie Shield 1,Husk Warrior,6,0,0,6,8
Crossroads_16/_Enemies/Zombie Hornhead,Husk Hornhead,4,0,0,4,5
Crossroads_16/_Props/Geo Rock 2,Geo Rock,2,5,5,15,15
Crossroads_16/Uninfected Parent/Buzzer,Vengefly,3,0,0,3,4
Crossroads_16/Uninfected Parent/Buzzer 1,Vengefly,3,0,0,3,4
Crossroads_16/Uninfected Parent/Buzzer 2,Vengefly,3,0,0,3,4
Crossroads_18/_Props/Geo Rock 2,Geo Rock,2,5,5,15,15
Crossroads_18/_Props/Geo Rock 3,Geo Rock,2,5,5,15,15
Crossroads_18/Geo Rock 1,Geo Rock,2,5,5,15,15
Crossroads_19/_Enemies/Hatcher,Aspid Mother,10,0,0,10,12
Crossroads_19/_Enemies/Spitter,Aspid Hunter,6,0,0,6,8
Crossroads_19/_Enemies/Zombie Leaper,Leaping Husk,3,0,0,3,4
Crossroads_19/_Scenery/Geo Rock 1,Geo Rock,2,5,5,15,15
Crossroads_19/Hatcher Cage (1)/Hatcher Baby Spawner,Aspid Hatchling,0,0,0,0,0
Crossroads_19/Hatcher Cage (1)/Hatcher Baby Spawner (1),Aspid Hatchling,0,0,0,0,0
Crossroads_19/Hatcher Cage (1)/Hatcher Baby Spawner (10),Aspid Hatchling,0,0,0,0,0
Crossroads_19/Hatcher Cage (1)/Hatcher Baby Spawner (11),Aspid Hatchling,0,0,0,0,0
Crossroads_19/Hatcher Cage (1)/Hatcher Baby Spawner (12),Aspid Hatchling,0,0,0,0,0
Crossroads_19/Hatcher Cage (1)/Hatcher Baby Spawner (13),Aspid Hatchling,0,0,0,0,0
Crossroads_19/Hatcher Cage (1)/Hatcher Baby Spawner (14),Aspid Hatchling,0,0,0,0,0
Crossroads_19/Hatcher Cage (1)/Hatcher Baby Spawner (2),Aspid Hatchling,0,0,0,0,0
Crossroads_19/Hatcher Cage (1)/Hatcher Baby Spawner (3),Aspid Hatchling,0,0,0,0,0
Crossroads_19/Hatcher Cage (1)/Hatcher Baby Spawner (4),Aspid Hatchling,0,0,0,0,0
Crossroads_19/Hatcher Cage (1)/Hatcher Baby Spawner (5),Aspid Hatchling,0,0,0,0,0
Crossroads_19/Hatcher Cage (1)/Hatcher Baby Spawner (6),Aspid Hatchling,0,0,0,0,0
Crossroads_19/Hatcher Cage (1)/Hatcher Baby Spawner (7),Aspid Hatchling,0,0,0,0,0
Crossroads_19/Hatcher Cage (1)/Hatcher Baby Spawner (8),Aspid Hatchling,0,0,0,0,0
Crossroads_19/Hatcher Cage (1)/Hatcher Baby Spawner (9),Aspid Hatchling,0,0,0,0,0
Crossroads_21/Geo Rock 1,Geo Rock,2,5,5,15,15
Crossroads_21/non_infected_event/Zombie Guard,Husk Guard,20,5,0,45,54
Crossroads_21/non_infected_event/Zombie Leaper,Leaping Husk,3,0,0,3,4
Crossroads_21/non_infected_event/Zombie Runner,Wandering Husk,3,0,0,3,4
Crossroads_21/Zombie Barger,Husk Bully,3,0,0,3,4
Crossroads_21/Zombie Barger (1),Husk Bully,3,0,0,3,4
Crossroads_22/Battle Scene/Wave 1/Hatcher Summon/Hatcher NP,Aspid Mother,10,0,0,10,12
Crossroads_22/Battle Scene/Wave 1/Spitter Summon v2/Spitter,Aspid Hunter,6,0,0,6,8
Crossroads_22/Battle Scene/Wave 2/Hatcher Summon (1)/Hatcher NP,Aspid Mother,10,0,0,10,12
Crossroads_22/Battle Scene/Wave 2/Spitter Summon v2 (1)/Spitter,Aspid Hunter,6,0,0,6,8
Crossroads_22/Battle Scene/Wave 2/Spitter Summon v2/Spitter,Aspid Hunter,6,0,0,6,8
Crossroads_22/Battle Scene/Wave 3/Spitter Summon v2 (1)/Spitter,Aspid Hunter,6,0,0,6,8
Crossroads_22/Battle Scene/Wave 3/Spitter Summon v2 (2)/Spitter,Aspid Hunter,6,0,0,6,8
Crossroads_22/Battle Scene/Wave 3/Spitter Summon v2 (3)/Spitter,Aspid Hunter,6,0,0,6,8
Crossroads_22/Battle Scene/Wave 4/Hatcher Summon (2)/Hatcher NP,Aspid Mother,10,0,0,10,12
Crossroads_22/Battle Scene/Wave 4/Hatcher Summon (3)/Hatcher NP,Aspid Mother,10,0,0,10,12
Crossroads_22/Battle Scene/Wave 4/Spitter Summon v2 (3)/Spitter,Aspid Hunter,6,0,0,6,8
Crossroads_22/Battle Scene/Wave 4/Spitter Summon v2 (4)/Spitter,Aspid Hunter,6,0,0,6,8
Crossroads_22/Hatcher,Aspid Mother,10,0,0,10,12
Crossroads_22/Hatcher Cage (2)/Hatcher Baby Spawner,Aspid Hatchling,0,0,0,0,0
Crossroads_22/Hatcher Cage (2)/Hatcher Baby Spawner (1),Aspid Hatchling,0,0,0,0,0
Crossroads_22/Hatcher Cage (2)/Hatcher Baby Spawner (10),Aspid Hatchling,0,0,0,0,0
Crossroads_22/Hatcher Cage (2)/Hatcher Baby Spawner (11),Aspid Hatchling,0,0,0,0,0
Crossroads_22/Hatcher Cage (2)/Hatcher Baby Spawner (12),Aspid Hatchling,0,0,0,0,0
Crossroads_22/Hatcher Cage (2)/Hatcher Baby Spawner (13),Aspid Hatchling,0,0,0,0,0
Crossroads_22/Hatcher Cage (2)/Hatcher Baby Spawner (14),Aspid Hatchling,0,0,0,0,0
Crossroads_22/Hatcher Cage (2)/Hatcher Baby Spawner (15),Aspid Hatchling,0,0,0,0,0
Crossroads_22/Hatcher Cage (2)/Hatcher Baby Spawner (16),Aspid Hatchling,0,0,0,0,0
Crossroads_22/Hatcher Cage (2)/Hatcher Baby Spawner (17),Aspid Hatchling,0,0,0,0,0
Crossroads_22/Hatcher Cage (2)/Hatcher Baby Spawner (18),Aspid Hatchling,0,0,0,0,0
Crossroads_22/Hatcher Cage (2)/Hatcher Baby Spawner (19),Aspid Hatchling,0,0,0,0,0
Crossroads_22/Hatcher Cage (2)/Hatcher Baby Spawner (2),Aspid Hatchling,0,0,0,0,0
Crossroads_22/Hatcher Cage (2)/Hatcher Baby Spawner (20),Aspid Hatchling,0,0,0,0,0
Crossroads_22/Hatcher Cage (2)/Hatcher Baby Spawner (21),Aspid Hatchling,0,0,0,0,0
Crossroads_22/Hatcher Cage (2)/Hatcher Baby Spawner (22),Aspid Hatchling,0,0,0,0,0
Crossroads_22/Hatcher Cage (2)/Hatcher Baby Spawner (3),Aspid Hatchling,0,0,0,0,0
Crossroads_22/Hatcher Cage (2)/Hatcher Baby Spawner (4),Aspid Hatchling,0,0,0,0,0
Crossroads_22/Hatcher Cage (2)/Hatcher Baby Spawner (5),Aspid Hatchling,0,0,0,0,0
Crossroads_22/Hatcher Cage (2)/Hatcher Baby Spawner (6),Aspid Hatchling,0,0,0,0,0
Crossroads_22/Hatcher Cage (2)/Hatcher Baby Spawner (7),Aspid Hatchling,0,0,0,0,0
Crossroads_22/Hatcher Cage (2)/Hatcher Baby Spawner (8),Aspid Hatchling,0,0,0,0,0
Crossroads_22/Hatcher Cage (2)/Hatcher Baby Spawner (9),Aspid Hatchling,0,0,0,0,0
Crossroads_22/Spitter,Aspid Hunter,6,0,0,6,8
Crossroads_22/Spitter (1),Aspid Hunter,0,0,0,0,0
Crossroads_22/Spitter (2),Aspid Hunter,0,0,0,0,0
Crossroads_22/Spitter (3),Aspid Hunter,0,0,0,0,0
Crossroads_25/_Enemies/Fly (3),Gruzzer,2,0,0,2,3
Crossroads_25/Fly,Gruzzer,2,0,0,2,3
Crossroads_25/Uninfected Parent/Fly (2),Gruzzer,2,0,0,2,3
Crossroads_27/_Enemies/Hatcher,Aspid Mother,10,0,0,10,12
Crossroads_27/_Enemies/Hatcher 1,Aspid Mother,10,0,0,10,12
Crossroads_27/_Enemies/Hatcher 2,Aspid Mother,10,0,0,10,12
Crossroads_27/_Props/Geo Rock 1,Geo Rock,2,5,5,15,15
Crossroads_27/Hatcher Cage/Hatcher Baby Spawner,Aspid Hatchling,0,0,0,0,0
Crossroads_27/Hatcher Cage/Hatcher Baby Spawner (1),Aspid Hatchling,0,0,0,0,0
Crossroads_27/Hatcher Cage/Hatcher Baby Spawner (10),Aspid Hatchling,0,0,0,0,0
Crossroads_27/Hatcher Cage/Hatcher Baby Spawner (11),Aspid Hatchling,0,0,0,0,0
Crossroads_27/Hatcher Cage/Hatcher Baby Spawner (12),Aspid Hatchling,0,0,0,0,0
Crossroads_27/Hatcher Cage/Hatcher Baby Spawner (13),Aspid Hatchling,0,0,0,0,0
Crossroads_27/Hatcher Cage/Hatcher Baby Spawner (14),Aspid Hatchling,0,0,0,0,0
Crossroads_27/Hatcher Cage/Hatcher Baby Spawner (2),Aspid Hatchling,0,0,0,0,0
Crossroads_27/Hatcher Cage/Hatcher Baby Spawner (3),Aspid Hatchling,0,0,0,0,0
Crossroads_27/Hatcher Cage/Hatcher Baby Spawner (4),Aspid Hatchling,0,0,0,0,0
Crossroads_27/Hatcher Cage/Hatcher Baby Spawner (5),Aspid Hatchling,0,0,0,0,0
Crossroads_27/Hatcher Cage/Hatcher Baby Spawner (6),Aspid Hatchling,0,0,0,0,0
Crossroads_27/Hatcher Cage/Hatcher Baby Spawner (7),Aspid Hatchling,0,0,0,0,0
Crossroads_27/Hatcher Cage/Hatcher Baby Spawner (8),Aspid Hatchling,0,0,0,0,0
Crossroads_27/Hatcher Cage/Hatcher Baby Spawner (9),Aspid Hatchling,0,0,0,0,0
Crossroads_35/_Enemies/Hatcher,Aspid Mother,10,0,0,10,12
Crossroads_35/Hatcher Cage (2)/Hatcher Baby Spawner,Aspid Hatchling,0,0,0,0,0
Crossroads_35/Hatcher Cage (2)/Hatcher Baby Spawner (1),Aspid Hatchling,0,0,0,0,0
Crossroads_35/Hatcher Cage (2)/Hatcher Baby Spawner (10),Aspid Hatchling,0,0,0,0,0
Crossroads_35/Hatcher Cage (2)/Hatcher Baby Spawner (11),Aspid Hatchling,0,0,0,0,0
Crossroads_35/Hatcher Cage (2)/Hatcher Baby Spawner (12),Aspid Hatchling,0,0,0,0,0
Crossroads_35/Hatcher Cage (2)/Hatcher Baby Spawner (13),Aspid Hatchling,0,0,0,0,0
Crossroads_35/Hatcher Cage (2)/Hatcher Baby Spawner (14),Aspid Hatchling,0,0,0,0,0
Crossroads_35/Hatcher Cage (2)/Hatcher Baby Spawner (2),Aspid Hatchling,0,0,0,0,0
Crossroads_35/Hatcher Cage (2)/Hatcher Baby Spawner (3),Aspid Hatchling,0,0,0,0,0
Crossroads_35/Hatcher Cage (2)/Hatcher Baby Spawner (4),Aspid Hatchling,0,0,0,0,0
Crossroads_35/Hatcher Cage (2)/Hatcher Baby Spawner (5),Aspid Hatchling,0,0,0,0,0
Crossroads_35/Hatcher Cage (2)/Hatcher Baby Spawner (6),Aspid Hatchling,0,0,0,0,0
